Title,Year,URL,Popularity,verses
Theme From Two Steps Onward ,2006,/theme-from-two-steps-onward-lyrics-rem.html,0,"(Berry/Buck/Mills/Stipe)
If you hear this, look again
Don't be a stranger
Don't be a shadow to this boy
A penny on it's side
Write a letter, give a call
Let me know you're alive
And doing well
A quarter past three
The quarter you live in haunts my eyes
I'm hand over head
I'm held over hand
I'm hand over head over heels over you
Write a letter, give a call
Let me know you're alive
And doing well
It's everything for two
Don't be a stranger
Don't be a shadow to this boy
A quarter past three
A quarter past
The quarter you live in haunts my eyes
I'm hand over head
I'm held over hand
I'm hand over head over heels over you, you, you
Write a letter, give a call
Let me know you're alive
And doing well
It's everything for two
Don't be a stranger
Don't be a shadow to this boy
I'll give you a kiss
I'll give you a hug
I'll tell you a secret that's no lie
Don't be a stranger
Don't be a shadow
Don't be a shadow to this boy
Don't be a shadow to this boy
Don't be a shadow to this boy"
There She Goes Again ,2006,/there-she-goes-again-lyrics-rem.html,0,
These Days ,2006,/these-days-lyrics-rem.html,3,"Now I'm not feeding off you
I will rearrange your scales if I can, and I can
Marching to the ocean, marching to the sea, I had a hat
I dropped it down and it sunk, reached down
Picked it up, slapped it on my head
All the people gather, fly to carry each his burden
We are young despite the years
We are concern, we are hope despite the times
All of a sudden, these days
Happy throngs, take this joy wherever, wherever
I wish to meet each one of you
And you meet you, if I can, and I can
We have many things in common, name three (three, three, three)
I had a hat and it sunk, reached down
Picked it up, slapped it on my head
All the people gather, fly to carry each his burden
We are young despite the years
We are concern, we are hope despite the times
All of a sudden, these days
Happy throngs, take this joy wherever, wherever you go
Now I'm not feeding off you
I will rearrange your scales if I can, and I can
I wish to meet each one of you, and you meet you
I had a hat and it sunk, reached down
Picked it up, slapped it on my head
All the people gather, fly to carry each his burden
We are young despite the years
We are concern, we are hope despite the times
All of the sudden, these days
Happy throngs, take this joy wherever, wherever you
Carry each his burden, we are young despite the years
We are concern, we are hope despite the times
All of the sudden, these days
Happy throngs, take this joy wherever, wherever you go
Carry each his burden, we are young despite the years
We are concern, we are hope despite the times
All of the sudden, these days
Happy throngs, take this joy wherever, wherever you go
(Take away the scattered bones of my meal)"
Time After Time (annelise) ,2006,/time-after-time-annelise-lyrics-rem.html,0,"Ask the girl of the hour by the water tower's watch
If your friends took a fall, are your obligated to follow
Time after time after time
When the bull's on his hooves, when you gather friends by the tower
If you try to refuse, will they judge your worth by the hour
Time after time after time, time after time after time
If you're tired and you've tried you can find me in my room
You can stay if you want but the third time you can't lose
Time after time after time, time after time after time
Ask the girl of the hour by the water tower's watch
We can fight if you want but who will turn out the lights
Time after time after time, time after time after time
Time after time after time, time after time after time"
Tired Of Singing Trouble ,2006,/tired-of-singing-trouble-lyrics-rem.html,0,
Tongue ,2006,/tongue-lyrics-rem.html,0,"Call my name, here I come.
90 to nothing, watch me run.
You call.
I am ashamed to say.
Ugly girls know their fate.
Anybody can get laid.
You want a room with a fire escape.
I wanna tell you how much I hate this.
Don't leave that stuff all over me. It pains me.
Please just leave it.
I should toss that vanity license plate.
Toss that make-up painted face.
Box those poems, chocolate cake.
Scratch that name on the record player.
Please just leave me be.
Don't lay that stuff all over me.
It crawls all over. All over me.
Call my name, here I come.
Your last ditch lay, will I never learn?
Caramel turn on a dusty apology.
It crawls all over me.
You turn all over.
It pains me.
Please just leave it."
Tony Thrown Out ,2008,/tony-thrown-out-lyrics-rem.html,0,(Instrumental)
Toys In The Attic ,2006,/toys-in-the-attic-lyrics-rem.html,0,"Light voices scream, nothing seems real's a dream
Leaving the things that you've learned behind
Leaving the things that you've loved behind
All of the things that you've learned were real
Nothing except for the years
Voices scream, nothing seems real's a dream
Toys, toys, toys in the attic
Toys, toys, toys in the attic
Toys, toys, toys in the attic
Toys, toys, toys
Light voices scream, nothing seems real's a dream
Leaving the things that you've loved behind
Leaving the things that you've learned behind
All of the things that you've learned were real
Nothing except for the years
Voices scream, nothing seems real's a dream
Toys, toys, toys in the attic
Toys, toys, toys in the attic
Toys, toys, toys in the attic
Toys, toys, toys in the attic"
Try Not To Breathe ,2006,/try-not-to-breathe-lyrics-rem.html,2,"I will try not to breathe
I can hold my head still with my hands at my knees
These eyes are the eyes of the old
Shiver in the cold
I will try not to breathe
This decision is mine
I have lived a full life
And these are the eyes that I want you to remember
Oh, I need something to fly over my grave again
I need something to breathe
I will try not to burden you
I can hold these inside
I will hold my breath until all these shivers subside
Just look in my eyes
I will try not to worry you
I have seen things that you will never see
Leave it to memory me
I shudder to breathe
I want you to remember, oh (You will never see)
I need something to fly (Something to fly)
Over my grave again (You will never see)
I need something to breathe (Something to breathe)
Baby don't shiver now
Why do you shiver now? (I will see things you will never see)
I need something to fly (Something to fly)
Over my grave again (I will see things you will never see)
I need something to breathe
Oh, I will try not to worry you
I have seen things you will never see
Leave it to memory me
Don't dare me to breathe
I want you to remember, oh (You will never see)
I need something to fly (Something to fly)
Over my grave again (You will never see)
I need something to breathe (Something to breathe)
Baby don't shiver now
Why do you shiver now? (I will see things you will never see)
I need something to breathe (Something to breathe)
(I have seen things you will never see) I want you to remember"
Turn You Inside-out ,2006,/turn-you-insideout-lyrics-rem.html,2,"Divide your cultured pearls in haste
I'm looking for to lay to waste
Of all the things I cannot taste
And this is not the racy race
They spoke loud
I believe in what you do
I believe in watching you
I believe in what you do
(It's what you do)
I believe in watching you
I could turn you inside out
What I choose not to do
I could turn you inside out
What I choose not to do
Given the choice
Given the heart
Given the truth
Given the word
Given the cheers
I believe in what you do
I believe in watching you
I believe in what you do
(It's what you do)
I believe in watching you
I believe in what you do
I believe in watching you
I, I, I could turn you inside out
What I choose not to do
I could turn you inside out
What I choose not to do
I believe in what you do
I believe in watching you
(Given the choice)
I believe in what you do
(Given the heart)
I believe in watching you
(Given the truth)
I believe in what you do
(Given the word)
I believe in watching you
(Given the cheers)
I believe in what you do
I believe in watching you
I could, I, I could turn you inside out
What I choose not to do
I could turn you inside out
What I choose not to do
Given the choice
Given the heart
Given the truth
Given the word
Given the cheers
Given the choice
Given the choice
Given the choice"
Uberlin ,2011,/uberlin-lyrics-rem.html,4,"Hey now, take your pills and
Hey now, make your breakfast
Hey now, comb your hair and off to work
Crash land, no illusions, no collision, no intrusion
My imagination runs away
I know, I know, I know what I am chasing
I know, I know, I know that this is changing me
I am flying on a star into a meteor tonight
I am flying on a star, star, star
I will make it through the day
And then the day becomes the night
I will make it through the night
Hey now, take the U-Bahn, five stops, change the station
Hey now, don't forget that change will save you
Hey now, count a thousand-million people, that's astounding
Chasing through the city with their stars on bright
I know, I know, I know what I am chasing
I know, I know, I know that this is changing me
I am flying on a star into a meteor tonight
I am flying on a star, star, star
I will make it through the day
And then the day becomes the night
I will make it through the night
I don't mind repeating, I am not complete
I have never been the gifted type
Hey, man, tell me something, are you off to somewhere?
Do you want to go with me tonight?
I know, I know, I know that this is changing
We walk the streets to feel the ground I'm chasing: ÃBerlin
I am flying on a star into a meteor tonight
I am flying on a star, star, star
I will make it through the day
And then the day becomes the night
I will make it through the night"
